TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2019,10,27,13,20,7XX GRANVILLE ST,Central Business District,491384.3286,5458834.4081
Mischief,2019,12,7,21,14,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Mischief,2019,3,8,13,26,7XX GRANVILLE ST,Central Business District,491405.3528,5458855.5609
Mischief,2019,5,29,21,6,7XX GRANVILLE ST,Central Business District,491405.3528,5458855.5609
Mischief,2019,12,6,13,20,7XX GRANVILLE ST,Central Business District,491405.3528,5458855.5609
Mischief,2019,12,26,0,0,7XX HAMILTON ST,Central Business District,491585.1434,5458472.449
Mischief,2019,4,22,7,57,7XX HAMILTON ST,Central Business District,491595.323,5458495.3119
Mischief,2019,4,23,18,2,7XX HAMILTON ST,Central Business District,491595.323,5458495.3119
Mischief,2019,11,1,10,0,7XX HAMILTON ST,Central Business District,491595.323,5458495.3119
Mischief,2019,1,12,8,19,7XX HAMILTON ST,Central Business District,491686.9924,5458572.7761
Mischief,2019,4,4,17,30,7XX HAMILTON ST,Central Business District,491686.9924,5458572.7761
Mischief,2019,4,23,8,19,7XX HAMILTON ST,Central Business District,491686.9924,5458572.7761
Mischief,2019,5,13,20,15,7XX HAMILTON ST,Central Business District,491686.9924,5458572.7761
Mischief,2019,8,17,6,42,7XX HELMCKEN ST,Central Business District,490885.8247,5458446.2817
Mischief,2019,1,8,12,14,7XX HELMCKEN ST,Central Business District,490932.5209,5458388.1695
Mischief,2019,3,22,23,3,7XX HELMCKEN ST,Central Business District,490932.5209,5458388.1695
Mischief,2019,8,5,7,35,7XX HELMCKEN ST,Central Business District,490932.5209,5458388.1695
Mischief,2019,8,15,22,30,7XX HELMCKEN ST,Central Business District,490932.5209,5458388.1695
Mischief,2019,9,26,0,2,7XX HELMCKEN ST,Central Business District,490932.5209,5458388.1695
Mischief,2019,12,27,13,2,7XX HELMCKEN ST,Central Business District,490932.5209,5458388.1695
Mischief,2019,2,13,13,30,7XX HORNBY ST,Central Business District,491170.6499,5458916.7921
Mischief,2019,3,16,19,40,7XX HORNBY ST,Central Business District,491170.6499,5458916.7921
Mischief,2019,10,19,0,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.7921
Mischief,2019,5,23,1,0,7XX HORNBY ST,Central Business District,491171.9882,5458918.1538
Mischief,2019,10,25,8,25,7XX HORNBY ST,Central Business District,491186.9616,5458933.3815
Mischief,2019,5,29,14,54,7XX HORNBY ST,Central Business District,491207.4632,5458941.1901
Mischief,2019,7,3,6,41,7XX HORNBY ST,Central Business District,491207.4632,5458941.1901
Mischief,2019,7,22,22,34,7XX HORNBY ST,Central Business District,491207.4632,5458941.1901
Mischief,2019,11,4,20,57,7XX HORNBY ST,Central Business District,491207.4632,5458941.1901
Mischief,2019,3,11,1,7,7XX HOWE ST,Central Business District,491333.8896,5458930.9314
Mischief,2019,2,8,18,0,7XX MAIN ST,Central Business District,492738.5908,5458427.1495
Mischief,2019,3,11,17,0,7XX MAIN ST,Central Business District,492738.5908,5458427.1495
Mischief,2019,5,15,2,57,7XX NELSON ST,Central Business District,491033.9897,5458517.5574
Mischief,2019,12,15,10,43,7XX NEON ST,Central Business District,490656.223,5458114.3677
Mischief,2019,8,31,5,50,7XX PACIFIC BLVD,Central Business District,491969.6723,5458156.549
Mischief,2019,9,11,2,52,7XX PACIFIC BLVD,Central Business District,491969.6723,5458156.549
Mischief,2019,12,31,21,0,7XX PACIFIC BLVD,Central Business District,491969.6723,5458156.549
Mischief,2019,11,2,19,0,7XX PACIFIC BLVD,Central Business District,491980.0532,5458153.1168
Mischief,2019,7,15,6,15,7XX PACIFIC BLVD,Central Business District,491983.9101,5458156.1836
Mischief,2019,1,16,15,45,7XX PACIFIC BLVD,Central Business District,492008.4222,5458175.6527
Mischief,2019,3,22,2,40,7XX PACIFIC BLVD,Central Business District,492008.4222,5458175.6527
Mischief,2019,5,11,13,43,7XX PACIFIC BLVD,Central Business District,492008.4222,5458175.6527
Mischief,2019,6,10,11,39,7XX PACIFIC BLVD,Central Business District,492008.4222,5458175.6527
Mischief,2019,10,26,2,15,7XX PACIFIC BLVD,Central Business District,492008.4222,5458175.6527
Mischief,2019,12,10,5,40,7XX PACIFIC BLVD,Central Business District,492008.4222,5458175.6527
Mischief,2019,2,17,22,0,7XX PACIFIC BLVD,Central Business District,492069.7024,5458224.3254
Mischief,2019,9,22,15,0,7XX PACIFIC ST,Central Business District,490571.7363,5458037.6045
Mischief,2019,1,14,1,4,7XX QUEBEC ST,Central Business District,492577.0989,5458416.3849
Mischief,2019,4,21,21,0,7XX RICHARDS ST,Central Business District,491445.7352,5458613.8621
Mischief,2019,2,5,1,39,7XX RICHARDS ST,Central Business District,491446.3049,5458627.3732
Mischief,2019,8,27,23,29,7XX RICHARDS ST,Central Business District,491546.5426,5458714.811
Mischief,2019,1,18,12,28,7XX RICHARDS ST,Central Business District,491548.989,5458717.2612
Mischief,2019,4,24,12,0,7XX RICHARDS ST,Central Business District,491548.989,5458717.2612
Mischief,2019,5,13,18,30,7XX RICHARDS ST,Central Business District,491548.989,5458717.2612
Mischief,2019,10,14,7,43,7XX RICHARDS ST,Central Business District,491548.989,5458717.2612
Mischief,2019,5,7,16,30,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Mischief,2019,12,22,11,30,7XX ROBSON ST,Central Business District,491218.8365,5458800.8258
Mischief,2019,1,15,1,0,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Mischief,2019,5,17,14,11,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Mischief,2019,8,18,23,30,7XX ROBSON ST,Central Business District,491281.5324,5458739.6944
Mischief,2019,4,10,8,0,7XX SEYMOUR ST,Central Business District,491387.0085,5458703.9871
Mischief,2019,12,20,19,0,7XX SEYMOUR ST,Central Business District,491387.0085,5458703.9871
Mischief,2019,5,6,18,0,7XX SEYMOUR ST,Central Business District,491408.8549,5458726.1294
Mischief,2019,2,15,17,0,7XX SEYMOUR ST,Central Business District,491477.846,5458783.0417
Mischief,2019,9,30,7,41,7XX SMITHE ST,Central Business District,491166.6234,5458623.8512
Mischief,2019,6,19,21,36,7XX W GEORGIA ST,Central Business District,491345.4329,5458933.3313
Mischief,2019,12,1,1,0,7XX W GEORGIA ST,Central Business District,491401.3214,5458865.3307
Mischief,2019,1,2,0,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,1,16,20,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,1,21,16,50,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,2,25,20,50,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,3,1,0,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,4,15,12,21,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,6,24,1,37,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,7,24,6,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,9,21,0,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,11,24,19,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,12,10,1,45,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,1,7,1,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,1,11,8,12,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,1,14,6,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,1,16,7,17,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,1,28,6,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,3,1,0,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,3,3,13,30,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
